,E1,E2,REL
695,CHEMICAL,GENE-Y,Not
696,CHEMICAL,GENE-Y,Not
697,CHEMICAL,GENE-Y,Not
698,GENE-Y,CHEMICAL,Not
699,GENE-Y,GENE-Y,Not
700,GENE-Y,GENE-Y,Not
701,GENE-Y,GENE-Y,Not
702,GENE-Y,GENE-Y,Not
703,GENE-Y,GENE-Y,Not
704,GENE-Y,CHEMICAL,Not
705,GENE-Y,GENE-Y,Not
706,GENE-Y,GENE-Y,Not
707,GENE-Y,GENE-Y,Not
708,GENE-Y,GENE-Y,Not
709,GENE-Y,GENE-Y,Not
710,GENE-Y,CHEMICAL,Not
711,GENE-Y,GENE-Y,Not
712,GENE-Y,GENE-Y,Not
713,GENE-Y,GENE-Y,Not
714,GENE-Y,GENE-Y,Not
715,GENE-Y,GENE-Y,Not
716,GENE-Y,CHEMICAL,Not
717,GENE-Y,GENE-Y,Not
718,GENE-Y,GENE-Y,Not
719,GENE-Y,GENE-Y,Not
720,GENE-Y,GENE-Y,Not
721,GENE-Y,GENE-Y,Not
722,GENE-Y,CHEMICAL,Not
723,GENE-Y,GENE-Y,Not
724,GENE-Y,GENE-Y,Not
725,GENE-Y,GENE-Y,Not
726,GENE-Y,GENE-Y,Not
727,GENE-Y,GENE-Y,Not
728,GENE-Y,CHEMICAL,Not
729,GENE-Y,GENE-Y,Not
730,GENE-Y,GENE-Y,Not
731,GENE-Y,GENE-Y,Not
732,GENE-Y,GENE-Y,Not
733,GENE-Y,GENE-Y,Not
734,CHEMICAL,GENE-Y,Downregulator
735,CHEMICAL,GENE-Y,Downregulator
736,CHEMICAL,GENE-Y,Downregulator
737,CHEMICAL,GENE-Y,Downregulator
738,CHEMICAL,GENE-Y,Downregulator
739,CHEMICAL,GENE-Y,Downregulator
740,GENE-Y,CHEMICAL,Not
741,GENE-Y,GENE-Y,Not
742,GENE-Y,GENE-Y,Not
743,GENE-Y,GENE-Y,Not
744,GENE-Y,GENE-Y,Not
745,GENE-Y,GENE-Y,Not
746,GENE-Y,CHEMICAL,Not
747,GENE-Y,GENE-Y,Not
748,GENE-Y,GENE-Y,Not
749,GENE-Y,GENE-Y,Not
750,GENE-Y,GENE-Y,Not
751,GENE-Y,GENE-Y,Not
752,GENE-Y,CHEMICAL,Not
753,GENE-Y,GENE-Y,Not
754,GENE-Y,GENE-Y,Not
755,GENE-Y,GENE-Y,Not
756,GENE-Y,GENE-Y,Not
757,GENE-Y,GENE-Y,Not
758,GENE-Y,CHEMICAL,Not
759,GENE-Y,GENE-Y,Not
760,GENE-Y,GENE-Y,Not
761,GENE-Y,GENE-Y,Not
762,GENE-Y,GENE-Y,Not
763,GENE-Y,GENE-Y,Not
764,GENE-Y,CHEMICAL,Not
765,GENE-Y,GENE-Y,Not
766,GENE-Y,GENE-Y,Not
767,GENE-Y,GENE-Y,Not
768,GENE-Y,GENE-Y,Not
769,GENE-Y,GENE-Y,Not
770,GENE-Y,CHEMICAL,Not
771,GENE-Y,GENE-Y,Not
772,GENE-Y,GENE-Y,Not
773,GENE-Y,GENE-Y,Not
774,GENE-Y,GENE-Y,Not
775,GENE-Y,GENE-Y,Not
776,CHEMICAL,GENE-Y,Upregulator
777,CHEMICAL,GENE-Y,Upregulator
778,CHEMICAL,GENE-Y,Upregulator
779,CHEMICAL,GENE-Y,Upregulator
780,CHEMICAL,GENE-Y,Upregulator
781,CHEMICAL,GENE-Y,Upregulator
782,CHEMICAL,GENE-Y,Upregulator
783,CHEMICAL,GENE-Y,Upregulator
784,CHEMICAL,GENE-Y,Upregulator
785,CHEMICAL,GENE-Y,Upregulator
786,CHEMICAL,GENE-Y,Upregulator
787,GENE-Y,CHEMICAL,Not
788,CHEMICAL,GENE-Y,Not
789,CHEMICAL,CHEMICAL,Not
790,GENE-Y,GENE-Y,Not
791,GENE-Y,CHEMICAL,Not
792,CHEMICAL,CHEMICAL,Not
793,GENE-Y,CHEMICAL,Not
794,CHEMICAL,CHEMICAL,Not
795,CHEMICAL,CHEMICAL,Not
796,CHEMICAL,CHEMICAL,Not
797,CHEMICAL,CHEMICAL,Not
798,CHEMICAL,CHEMICAL,Not
799,GENE-Y,CHEMICAL,Not
800,CHEMICAL,CHEMICAL,Not
801,CHEMICAL,CHEMICAL,Not
802,CHEMICAL,CHEMICAL,Not
803,CHEMICAL,CHEMICAL,Not
804,CHEMICAL,CHEMICAL,Not
805,CHEMICAL,CHEMICAL,Not
806,GENE-Y,CHEMICAL,Not
807,CHEMICAL,CHEMICAL,Not
808,CHEMICAL,CHEMICAL,Not
809,GENE-Y,CHEMICAL,Not
810,CHEMICAL,CHEMICAL,Not
811,CHEMICAL,CHEMICAL,Not
812,GENE-Y,CHEMICAL,Not
813,CHEMICAL,CHEMICAL,Not
814,CHEMICAL,CHEMICAL,Not
815,CHEMICAL,CHEMICAL,Not
816,GENE-Y,CHEMICAL,Not
817,CHEMICAL,CHEMICAL,Not
818,GENE-Y,CHEMICAL,Not
819,CHEMICAL,CHEMICAL,Not
820,CHEMICAL,CHEMICAL,Not
821,CHEMICAL,CHEMICAL,Not
822,CHEMICAL,CHEMICAL,Not
823,GENE-Y,CHEMICAL,Not
824,GENE-Y,CHEMICAL,Not
825,CHEMICAL,CHEMICAL,Not
826,CHEMICAL,GENE-N,Upregulator
827,CHEMICAL,GENE-N,Upregulator
828,CHEMICAL,GENE-N,Upregulator
829,CHEMICAL,GENE-N,Upregulator
830,CHEMICAL,GENE-N,Upregulator
831,CHEMICAL,GENE-N,Upregulator
832,CHEMICAL,GENE-N,Upregulator
833,CHEMICAL,GENE-N,Upregulator
834,CHEMICAL,GENE-N,Upregulator
835,GENE-N,CHEMICAL,Not
836,CHEMICAL,CHEMICAL,Not
837,CHEMICAL,CHEMICAL,Not
838,CHEMICAL,CHEMICAL,Not
839,CHEMICAL,CHEMICAL,Not
840,CHEMICAL,CHEMICAL,Not
841,CHEMICAL,CHEMICAL,Not
842,CHEMICAL,CHEMICAL,Not
843,CHEMICAL,CHEMICAL,Not
844,CHEMICAL,CHEMICAL,Not
845,CHEMICAL,CHEMICAL,Not
846,CHEMICAL,CHEMICAL,Not
847,CHEMICAL,CHEMICAL,Not
848,CHEMICAL,CHEMICAL,Not
849,CHEMICAL,CHEMICAL,Not
850,CHEMICAL,CHEMICAL,Not
851,CHEMICAL,CHEMICAL,Not
852,CHEMICAL,CHEMICAL,Not
853,CHEMICAL,CHEMICAL,Not
854,CHEMICAL,CHEMICAL,Not
855,CHEMICAL,CHEMICAL,Not
856,CHEMICAL,CHEMICAL,Not
857,GENE-N,CHEMICAL,Not
858,CHEMICAL,CHEMICAL,Not
859,CHEMICAL,CHEMICAL,Not
860,CHEMICAL,CHEMICAL,Not
861,CHEMICAL,CHEMICAL,Not
862,CHEMICAL,CHEMICAL,Not
863,CHEMICAL,CHEMICAL,Not
864,CHEMICAL,CHEMICAL,Not
865,CHEMICAL,CHEMICAL,Not
866,CHEMICAL,CHEMICAL,Not
867,CHEMICAL,CHEMICAL,Not
868,CHEMICAL,CHEMICAL,Not
869,GENE-N,CHEMICAL,Not
870,CHEMICAL,CHEMICAL,Not
871,CHEMICAL,CHEMICAL,Not
872,CHEMICAL,CHEMICAL,Not
873,CHEMICAL,CHEMICAL,Not
874,CHEMICAL,CHEMICAL,Not
875,CHEMICAL,CHEMICAL,Not
876,CHEMICAL,GENE-Y,Upregulator
877,CHEMICAL,GENE-Y,Upregulator
878,CHEMICAL,GENE-N,Upregulator
879,CHEMICAL,GENE-Y,Upregulator
880,CHEMICAL,GENE-N,Upregulator
881,CHEMICAL,GENE-N,Agonist
882,GENE-Y,GENE-N,Not
883,CHEMICAL,CHEMICAL,Not
884,CHEMICAL,CHEMICAL,Not
885,GENE-Y,CHEMICAL,Not
886,CHEMICAL,CHEMICAL,Not
887,CHEMICAL,GENE-Y,Not
888,GENE-N,CHEMICAL,Not
889,CHEMICAL,GENE-Y,Not
890,CHEMICAL,CHEMICAL,Not
891,GENE-Y,CHEMICAL,Not
892,CHEMICAL,CHEMICAL,Not
893,GENE-Y,CHEMICAL,Not
894,CHEMICAL,CHEMICAL,Not
895,CHEMICAL,CHEMICAL,Not
896,GENE-Y,CHEMICAL,Not
897,CHEMICAL,CHEMICAL,Not
898,CHEMICAL,GENE-Y,Not
899,CHEMICAL,CHEMICAL,Not
900,CHEMICAL,CHEMICAL,Not
901,GENE-N,CHEMICAL,Not
902,GENE-N,GENE-Y,Not
903,CHEMICAL,CHEMICAL,Not
904,GENE-N,CHEMICAL,Not
905,GENE-Y,CHEMICAL,Not
906,GENE-Y,CHEMICAL,Not
907,GENE-Y,CHEMICAL,Not
908,GENE-Y,GENE-Y,Not
909,CHEMICAL,CHEMICAL,Not
910,GENE-Y,CHEMICAL,Not
911,CHEMICAL,GENE-Y,Not
912,GENE-Y,CHEMICAL,Not
913,CHEMICAL,CHEMICAL,Not
914,CHEMICAL,CHEMICAL,Not
915,CHEMICAL,GENE-Y,Not
916,GENE-Y,CHEMICAL,Not
917,CHEMICAL,CHEMICAL,Not
918,GENE-N,CHEMICAL,Not
919,CHEMICAL,GENE-N,Not
920,CHEMICAL,GENE-Y,Not
921,GENE-Y,GENE-N,Not
922,CHEMICAL,CHEMICAL,Not
923,CHEMICAL,CHEMICAL,Not
924,CHEMICAL,CHEMICAL,Not
925,CHEMICAL,GENE-Y,Not
926,CHEMICAL,CHEMICAL,Not
927,CHEMICAL,CHEMICAL,Not
928,CHEMICAL,CHEMICAL,Not
929,CHEMICAL,CHEMICAL,Not
930,CHEMICAL,CHEMICAL,Not
931,CHEMICAL,CHEMICAL,Not
932,CHEMICAL,CHEMICAL,Not
933,CHEMICAL,CHEMICAL,Not
934,CHEMICAL,CHEMICAL,Not
935,CHEMICAL,CHEMICAL,Not
936,CHEMICAL,CHEMICAL,Not
937,CHEMICAL,CHEMICAL,Not
938,CHEMICAL,CHEMICAL,Not
939,CHEMICAL,CHEMICAL,Not
940,CHEMICAL,CHEMICAL,Not
941,CHEMICAL,CHEMICAL,Not
942,CHEMICAL,CHEMICAL,Not
943,CHEMICAL,CHEMICAL,Not
944,CHEMICAL,CHEMICAL,Not
945,CHEMICAL,CHEMICAL,Not
946,CHEMICAL,CHEMICAL,Not
947,CHEMICAL,CHEMICAL,Not
948,CHEMICAL,CHEMICAL,Not
949,CHEMICAL,CHEMICAL,Not
950,CHEMICAL,CHEMICAL,Not
951,CHEMICAL,CHEMICAL,Not
952,CHEMICAL,CHEMICAL,Not
953,CHEMICAL,CHEMICAL,Not
954,CHEMICAL,CHEMICAL,Not
955,CHEMICAL,CHEMICAL,Not
956,CHEMICAL,CHEMICAL,Not
957,CHEMICAL,CHEMICAL,Not
958,CHEMICAL,CHEMICAL,Not
959,CHEMICAL,CHEMICAL,Not
960,CHEMICAL,CHEMICAL,Not
961,CHEMICAL,CHEMICAL,Not
962,CHEMICAL,CHEMICAL,Not
963,CHEMICAL,CHEMICAL,Not
964,CHEMICAL,CHEMICAL,Not
965,CHEMICAL,CHEMICAL,Not
966,CHEMICAL,CHEMICAL,Not
967,CHEMICAL,CHEMICAL,Not
968,CHEMICAL,CHEMICAL,Not
969,CHEMICAL,CHEMICAL,Not
970,CHEMICAL,CHEMICAL,Not
971,CHEMICAL,CHEMICAL,Not
972,CHEMICAL,CHEMICAL,Not
973,CHEMICAL,CHEMICAL,Not
974,CHEMICAL,CHEMICAL,Not
975,CHEMICAL,CHEMICAL,Not
976,CHEMICAL,CHEMICAL,Not
977,CHEMICAL,CHEMICAL,Not
978,CHEMICAL,CHEMICAL,Not
979,CHEMICAL,CHEMICAL,Not
980,CHEMICAL,CHEMICAL,Not
981,CHEMICAL,CHEMICAL,Not
982,CHEMICAL,GENE-Y,Antagonist
983,CHEMICAL,GENE-Y,Agonist
984,GENE-Y,CHEMICAL,Not
985,GENE-Y,GENE-Y,Not
986,GENE-Y,CHEMICAL,Not
987,GENE-Y,GENE-Y,Not
988,CHEMICAL,GENE-Y,Agonist
989,CHEMICAL,GENE-Y,Agonist
990,CHEMICAL,GENE-Y,Agonist
991,CHEMICAL,GENE-Y,Agonist
992,CHEMICAL,GENE-Y,Agonist
993,CHEMICAL,GENE-Y,Agonist
994,CHEMICAL,GENE-Y,Agonist
995,CHEMICAL,CHEMICAL,Not
996,CHEMICAL,CHEMICAL,Not
997,CHEMICAL,CHEMICAL,Not
998,GENE-Y,CHEMICAL,Not
999,CHEMICAL,CHEMICAL,Not
1000,CHEMICAL,CHEMICAL,Not
1001,CHEMICAL,CHEMICAL,Not
1002,CHEMICAL,CHEMICAL,Not
1003,CHEMICAL,CHEMICAL,Not
1004,CHEMICAL,CHEMICAL,Not
1005,CHEMICAL,CHEMICAL,Not
1006,CHEMICAL,CHEMICAL,Not
1007,CHEMICAL,CHEMICAL,Not
1008,CHEMICAL,CHEMICAL,Not
1009,CHEMICAL,CHEMICAL,Not
1010,CHEMICAL,CHEMICAL,Not
1011,GENE-Y,CHEMICAL,Not
1012,CHEMICAL,CHEMICAL,Not
1013,CHEMICAL,CHEMICAL,Not
1014,CHEMICAL,CHEMICAL,Not
1015,GENE-Y,CHEMICAL,Not
1016,GENE-Y,CHEMICAL,Not
1017,CHEMICAL,CHEMICAL,Not
1018,CHEMICAL,CHEMICAL,Not
1019,CHEMICAL,CHEMICAL,Not
1020,CHEMICAL,CHEMICAL,Not
1021,CHEMICAL,CHEMICAL,Not
1022,CHEMICAL,CHEMICAL,Not
1023,CHEMICAL,CHEMICAL,Not
1024,CHEMICAL,CHEMICAL,Not
1025,CHEMICAL,CHEMICAL,Not
1026,CHEMICAL,CHEMICAL,Not
1027,CHEMICAL,CHEMICAL,Not
1028,CHEMICAL,CHEMICAL,Not
1029,GENE-Y,CHEMICAL,Not
1030,CHEMICAL,CHEMICAL,Not
1031,CHEMICAL,CHEMICAL,Not
1032,CHEMICAL,CHEMICAL,Not
1033,GENE-Y,CHEMICAL,Not
1034,CHEMICAL,CHEMICAL,Not
1035,GENE-Y,CHEMICAL,Not
1036,CHEMICAL,CHEMICAL,Not
1037,CHEMICAL,CHEMICAL,Not
1038,CHEMICAL,CHEMICAL,Not
1039,CHEMICAL,CHEMICAL,Not
1040,CHEMICAL,CHEMICAL,Not
1041,CHEMICAL,CHEMICAL,Not
1042,CHEMICAL,CHEMICAL,Not
1043,CHEMICAL,CHEMICAL,Not
1044,CHEMICAL,GENE-Y,Agonist
1045,CHEMICAL,GENE-Y,Agonist
1046,CHEMICAL,GENE-Y,Agonist
1047,CHEMICAL,CHEMICAL,Not
1048,CHEMICAL,CHEMICAL,Not
1049,CHEMICAL,CHEMICAL,Not
1050,CHEMICAL,CHEMICAL,Not
1051,CHEMICAL,CHEMICAL,Not
1052,CHEMICAL,GENE-Y,Not
1053,CHEMICAL,CHEMICAL,Not
1054,CHEMICAL,CHEMICAL,Not
1055,CHEMICAL,CHEMICAL,Not
1056,CHEMICAL,CHEMICAL,Not
1057,CHEMICAL,CHEMICAL,Not
1058,CHEMICAL,CHEMICAL,Not
1059,CHEMICAL,CHEMICAL,Not
1060,CHEMICAL,CHEMICAL,Not
1061,CHEMICAL,CHEMICAL,Not
1062,CHEMICAL,CHEMICAL,Not
1063,CHEMICAL,CHEMICAL,Not
1064,CHEMICAL,CHEMICAL,Not
1065,CHEMICAL,CHEMICAL,Not
1066,CHEMICAL,CHEMICAL,Not
1067,CHEMICAL,CHEMICAL,Not
1068,CHEMICAL,GENE-Y,Not
1069,CHEMICAL,CHEMICAL,Not
1070,CHEMICAL,CHEMICAL,Not
1071,CHEMICAL,CHEMICAL,Not
1072,CHEMICAL,CHEMICAL,Not
1073,CHEMICAL,CHEMICAL,Not
1074,CHEMICAL,CHEMICAL,Not
1075,CHEMICAL,CHEMICAL,Not
1076,CHEMICAL,CHEMICAL,Not
1077,CHEMICAL,CHEMICAL,Not
1078,CHEMICAL,CHEMICAL,Not
1079,CHEMICAL,GENE-Y,Not
1080,GENE-Y,CHEMICAL,Not
1081,GENE-Y,CHEMICAL,Not
1082,GENE-Y,CHEMICAL,Not
1083,GENE-Y,CHEMICAL,Not
1084,GENE-Y,CHEMICAL,Not
1085,GENE-Y,CHEMICAL,Not
1086,CHEMICAL,GENE-Y,Agonist
1087,CHEMICAL,GENE-Y,Antagonist
1088,CHEMICAL,GENE-Y,Antagonist
1089,CHEMICAL,GENE-Y,Agonist
1090,CHEMICAL,GENE-Y,Antagonist
1091,CHEMICAL,GENE-Y,Antagonist
1092,CHEMICAL,CHEMICAL,Not
1093,GENE-Y,GENE-Y,Not
1094,CHEMICAL,GENE-Y,Not
1095,CHEMICAL,CHEMICAL,Not
1096,GENE-Y,CHEMICAL,Not
1097,GENE-Y,CHEMICAL,Not
1098,CHEMICAL,CHEMICAL,Not
1099,CHEMICAL,CHEMICAL,Not
1100,GENE-Y,CHEMICAL,Not
1101,CHEMICAL,CHEMICAL,Not
1102,CHEMICAL,CHEMICAL,Not
1103,GENE-Y,CHEMICAL,Not
1104,CHEMICAL,CHEMICAL,Not
1105,CHEMICAL,GENE-Y,Not
1106,GENE-Y,CHEMICAL,Not
1107,CHEMICAL,CHEMICAL,Not
1108,CHEMICAL,CHEMICAL,Not
1109,GENE-Y,CHEMICAL,Not
1110,CHEMICAL,CHEMICAL,Not
1111,GENE-Y,GENE-Y,Not
1112,CHEMICAL,CHEMICAL,Not
1113,CHEMICAL,GENE-Y,Not
1114,GENE-Y,CHEMICAL,Not
1115,CHEMICAL,CHEMICAL,Not
1116,CHEMICAL,CHEMICAL,Not
1117,GENE-Y,CHEMICAL,Not
1118,GENE-Y,CHEMICAL,Not
1119,CHEMICAL,CHEMICAL,Not
1120,CHEMICAL,CHEMICAL,Not
1121,CHEMICAL,CHEMICAL,Not
1122,GENE-Y,CHEMICAL,Not
1123,CHEMICAL,CHEMICAL,Not
1124,CHEMICAL,CHEMICAL,Not
1125,CHEMICAL,CHEMICAL,Not
1126,CHEMICAL,CHEMICAL,Not
1127,CHEMICAL,CHEMICAL,Not
1128,CHEMICAL,GENE-Y,Not
1129,CHEMICAL,GENE-Y,Not
1130,CHEMICAL,CHEMICAL,Not
1131,CHEMICAL,CHEMICAL,Not
1132,GENE-Y,CHEMICAL,Not
1133,GENE-Y,GENE-Y,Not
1134,GENE-Y,CHEMICAL,Not
1135,CHEMICAL,GENE-Y,Not
1136,GENE-Y,GENE-Y,Not
1137,GENE-Y,GENE-Y,Not
1138,CHEMICAL,CHEMICAL,Not
1139,CHEMICAL,CHEMICAL,Not
1140,CHEMICAL,CHEMICAL,Not
1141,CHEMICAL,CHEMICAL,Not
1142,CHEMICAL,CHEMICAL,Not
1143,CHEMICAL,CHEMICAL,Not
1144,CHEMICAL,CHEMICAL,Not
1145,CHEMICAL,CHEMICAL,Not
1146,CHEMICAL,CHEMICAL,Not
1147,CHEMICAL,CHEMICAL,Not
1148,CHEMICAL,CHEMICAL,Not
1149,CHEMICAL,CHEMICAL,Not
1150,CHEMICAL,CHEMICAL,Not
1151,CHEMICAL,CHEMICAL,Not
1152,CHEMICAL,CHEMICAL,Not
1153,CHEMICAL,CHEMICAL,Not
1154,CHEMICAL,CHEMICAL,Not
1155,CHEMICAL,CHEMICAL,Not
1156,CHEMICAL,CHEMICAL,Not
1157,CHEMICAL,CHEMICAL,Not
1158,CHEMICAL,CHEMICAL,Not
1159,CHEMICAL,CHEMICAL,Not
1160,CHEMICAL,CHEMICAL,Not
1161,CHEMICAL,CHEMICAL,Not
1162,CHEMICAL,CHEMICAL,Not
1163,CHEMICAL,CHEMICAL,Not
1164,CHEMICAL,CHEMICAL,Not
1165,CHEMICAL,CHEMICAL,Not
1166,CHEMICAL,CHEMICAL,Not
1167,CHEMICAL,CHEMICAL,Not
1168,CHEMICAL,CHEMICAL,Not
1169,CHEMICAL,CHEMICAL,Not
1170,CHEMICAL,CHEMICAL,Not
1171,CHEMICAL,CHEMICAL,Not
1172,CHEMICAL,CHEMICAL,Not
1173,CHEMICAL,CHEMICAL,Not
1174,CHEMICAL,GENE-Y,Downregulator
1175,CHEMICAL,GENE-Y,Downregulator
1176,CHEMICAL,CHEMICAL,Not
1177,CHEMICAL,CHEMICAL,Not
1178,GENE-Y,CHEMICAL,Not
1179,GENE-Y,CHEMICAL,Not
1180,CHEMICAL,GENE-Y,Upregulator
1181,CHEMICAL,GENE-Y,Upregulator
1182,CHEMICAL,GENE-Y,Upregulator
1183,CHEMICAL,GENE-Y,Upregulator
1184,CHEMICAL,CHEMICAL,Not
1185,CHEMICAL,CHEMICAL,Not
1186,GENE-Y,CHEMICAL,Not
1187,GENE-Y,CHEMICAL,Not
1188,GENE-Y,GENE-Y,Not
1189,GENE-Y,CHEMICAL,Not
1190,GENE-Y,CHEMICAL,Not
1191,GENE-Y,GENE-Y,Not
1192,GENE-Y,GENE-Y,Not
1193,GENE-Y,GENE-Y,Not
1194,GENE-Y,GENE-Y,Not
1195,GENE-Y,GENE-Y,Not
1196,GENE-Y,GENE-Y,Not
1197,GENE-Y,GENE-Y,Not
1198,CHEMICAL,CHEMICAL,Not
1199,CHEMICAL,CHEMICAL,Not
1200,CHEMICAL,CHEMICAL,Not
1201,CHEMICAL,CHEMICAL,Not
1202,CHEMICAL,CHEMICAL,Not
1203,CHEMICAL,CHEMICAL,Not
1204,CHEMICAL,CHEMICAL,Not
1205,CHEMICAL,CHEMICAL,Not
1206,CHEMICAL,CHEMICAL,Not
1207,CHEMICAL,CHEMICAL,Not
1208,CHEMICAL,CHEMICAL,Not
1209,CHEMICAL,CHEMICAL,Not
1210,CHEMICAL,CHEMICAL,Not
1211,CHEMICAL,CHEMICAL,Not
1212,CHEMICAL,CHEMICAL,Not
1213,CHEMICAL,CHEMICAL,Not
1214,CHEMICAL,CHEMICAL,Not
1215,CHEMICAL,CHEMICAL,Not
1216,CHEMICAL,CHEMICAL,Not
1217,CHEMICAL,CHEMICAL,Not
1218,CHEMICAL,CHEMICAL,Not
1219,CHEMICAL,CHEMICAL,Not
1220,GENE-Y,GENE-Y,Not
1221,GENE-Y,GENE-Y,Not
1222,GENE-Y,GENE-Y,Not
1223,GENE-Y,GENE-Y,Not
1224,CHEMICAL,GENE-Y,Not
1225,CHEMICAL,GENE-Y,Not
1226,CHEMICAL,CHEMICAL,Not
1227,CHEMICAL,GENE-N,Not
1228,CHEMICAL,GENE-N,Not
1229,CHEMICAL,CHEMICAL,Not
1230,CHEMICAL,GENE-N,Not
1231,CHEMICAL,GENE-N,Not
1232,GENE-N,CHEMICAL,Not
1233,GENE-N,CHEMICAL,Not
1234,GENE-N,GENE-N,Not
1235,GENE-N,GENE-Y,Not
1236,GENE-N,CHEMICAL,Not
1237,GENE-N,CHEMICAL,Not
1238,GENE-N,GENE-N,Not
1239,GENE-N,GENE-Y,Not
1240,GENE-Y,CHEMICAL,Not
1241,GENE-Y,CHEMICAL,Not
1242,GENE-Y,GENE-N,Not
1243,GENE-Y,GENE-N,Not
1244,CHEMICAL,CHEMICAL,Not
1245,CHEMICAL,GENE-N,Not
1246,CHEMICAL,CHEMICAL,Not
1247,CHEMICAL,GENE-N,Not
1248,GENE-N,CHEMICAL,Not
1249,GENE-N,CHEMICAL,Not
1250,CHEMICAL,GENE-Y,Not
1251,CHEMICAL,GENE-N,Upregulator
1252,CHEMICAL,GENE-Y,Not
1253,CHEMICAL,CHEMICAL,Not
1254,CHEMICAL,GENE-N,Not
1255,CHEMICAL,CHEMICAL,Not
1256,GENE-N,CHEMICAL,Not
1257,GENE-N,CHEMICAL,Not
1258,GENE-N,GENE-Y,Not
1259,GENE-Y,CHEMICAL,Not
1260,GENE-Y,CHEMICAL,Not
1261,GENE-Y,GENE-N,Not
1262,CHEMICAL,GENE-N,Substrate
1263,CHEMICAL,GENE-Y,Substrate
1264,CHEMICAL,GENE-N,Substrate
1265,CHEMICAL,GENE-Y,Substrate
1266,GENE-N,CHEMICAL,Not
1267,GENE-N,CHEMICAL,Not
1268,CHEMICAL,CHEMICAL,Not
1269,GENE-Y,GENE-Y,Not
1270,CHEMICAL,CHEMICAL,Not
1271,CHEMICAL,CHEMICAL,Not
1272,CHEMICAL,GENE-Y,Not
1273,GENE-Y,CHEMICAL,Not
1274,GENE-Y,CHEMICAL,Not
1275,CHEMICAL,CHEMICAL,Not
1276,CHEMICAL,CHEMICAL,Not
1277,CHEMICAL,GENE-N,Not
1278,CHEMICAL,CHEMICAL,Not
1279,CHEMICAL,CHEMICAL,Not
1280,GENE-N,CHEMICAL,Not
1281,GENE-N,CHEMICAL,Not
1282,GENE-Y,GENE-Y,Not
1283,GENE-N,CHEMICAL,Not
1284,CHEMICAL,CHEMICAL,Not
1285,GENE-N,GENE-N,Not
1286,CHEMICAL,GENE-Y,Not
1287,CHEMICAL,CHEMICAL,Not
1288,CHEMICAL,CHEMICAL,Not
1289,CHEMICAL,CHEMICAL,Not
1290,CHEMICAL,GENE-Y,Not
1291,GENE-N,CHEMICAL,Not
1292,CHEMICAL,CHEMICAL,Not
1293,CHEMICAL,GENE-N,Not
1294,CHEMICAL,CHEMICAL,Not
1295,CHEMICAL,CHEMICAL,Not
1296,CHEMICAL,GENE-N,Not
1297,CHEMICAL,CHEMICAL,Not
1298,CHEMICAL,GENE-Y,Not
1299,GENE-Y,CHEMICAL,Not
1300,CHEMICAL,CHEMICAL,Not
1301,GENE-Y,GENE-N,Not
1302,GENE-N,CHEMICAL,Not
1303,CHEMICAL,CHEMICAL,Not
1304,GENE-Y,CHEMICAL,Not
1305,CHEMICAL,GENE-Y,Not
1306,CHEMICAL,GENE-Y,Not
1307,CHEMICAL,GENE-N,Not
1308,CHEMICAL,CHEMICAL,Not
1309,CHEMICAL,GENE-N,Not
1310,GENE-N,CHEMICAL,Not
1311,GENE-Y,CHEMICAL,Not
1312,CHEMICAL,GENE-Y,Not
1313,CHEMICAL,GENE-Y,Not
1314,CHEMICAL,GENE-N,Not
1315,GENE-Y,CHEMICAL,Not
1316,GENE-Y,GENE-Y,Not
1317,GENE-Y,GENE-N,Not
1318,GENE-Y,CHEMICAL,Not
1319,GENE-Y,GENE-Y,Not
1320,GENE-Y,GENE-N,Not
1321,GENE-N,CHEMICAL,Not
1322,GENE-N,GENE-Y,Not
1323,GENE-N,GENE-Y,Not
1324,CHEMICAL,GENE-Y,Upregulator
1325,CHEMICAL,GENE-Y,Upregulator
1326,CHEMICAL,GENE-Y,Not
1327,CHEMICAL,CHEMICAL,Not
1328,CHEMICAL,CHEMICAL,Not
1329,CHEMICAL,CHEMICAL,Not
1330,GENE-Y,CHEMICAL,Not
1331,GENE-Y,CHEMICAL,Not
1332,GENE-Y,CHEMICAL,Not
1333,CHEMICAL,CHEMICAL,Not
1334,CHEMICAL,CHEMICAL,Not
1335,CHEMICAL,CHEMICAL,Not
1336,CHEMICAL,CHEMICAL,Not
1337,CHEMICAL,CHEMICAL,Not
1338,CHEMICAL,CHEMICAL,Not
1339,CHEMICAL,CHEMICAL,Not
1340,CHEMICAL,CHEMICAL,Not
1341,GENE-Y,CHEMICAL,Not
1342,CHEMICAL,CHEMICAL,Not
1343,CHEMICAL,CHEMICAL,Not
1344,GENE-Y,CHEMICAL,Not
1345,CHEMICAL,CHEMICAL,Not
1346,CHEMICAL,CHEMICAL,Not
1347,CHEMICAL,CHEMICAL,Not
1348,CHEMICAL,CHEMICAL,Not
1349,CHEMICAL,GENE-Y,Not
1350,CHEMICAL,GENE-Y,Not
1351,CHEMICAL,CHEMICAL,Not
1352,CHEMICAL,CHEMICAL,Not
1353,CHEMICAL,CHEMICAL,Not
1354,CHEMICAL,CHEMICAL,Not
1355,CHEMICAL,CHEMICAL,Not
1356,CHEMICAL,CHEMICAL,Not
1357,CHEMICAL,CHEMICAL,Not
1358,CHEMICAL,CHEMICAL,Not
